@relation CM1

@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
1.098612,1.098612,1.386294,2.70805,1.386294,0.693147,0.14,0.693147,0.693147,0.693147,0,2.079442,0,-13.815511,2.302585,1.098612,16.21,10.56,1809.36,0.06,3.663562,0.09,100.52,171.3,0.5,0,0.693147,2.079442,0.06,2.564949,3.258097,2.079442,2.564949,3.583519,65.51,2.639057,N
3.135494,0,1.609438,4.553877,3.78419,2.484907,0.17,3.091042,0.693147,0,0.08,4.094345,0,-13.815511,4.174387,1.386294,79.18,42.02,139798.54,1.11,6.293419,0.02,7766.59,3327.01,0.08,2.397895,3.091042,3.912023,0.06,5.438079,5.739793,3.951244,2.944439,5.293305,60.61,4.248495,N
2.197225,0.693147,2.397895,3.332205,2.484907,1.609438,0.11,1.386294,1.098612,0,0.2,3.044522,1.609438,0,3.526361,0.693147,41.24,20.76,17773.08,0.29,5.043425,0.05,987.39,856.15,0,1.386294,1.791759,2.890372,0.06,4.077537,4.564348,3.295837,2.944439,4.49981,53.42,3.806662,N
3.135494,2.079442,3.044522,3.367296,3.688879,2.484907,0.18,2.890372,2.22,2.079442,0.67,3.871201,1.609438,0.36,3.806662,1.386294,68.78,26.32,47644.35,0.6,5.66296,0.04,2646.91,1810.2,0.42,2.397895,2.995732,3.637586,0.08,4.543295,5.267858,3.912023,3.332205,4.962845,52.63,4.189655,N
1.94591,0,1.791759,2.302585,2.484907,1.386294,0.18,1.791759,0.693147,0.693147,0.5,2.639057,0,-13.815511,2.772589,-13.815511,22.84,25.89,15315.78,0.2,4.691348,0.04,850.88,591.46,0.25,1.098612,1.791759,2.484907,0.1,3.713572,4.219508,2.944439,3.178054,3.73767,3.912023,3.091042,N
1.94591,1.386294,0,-13.815511,2.484907,1.386294,0.17,1.791759,0.693147,1.386294,0,2.944439,1.386294,0,3.091042,0.693147,30.25,10.71,3467.15,0.11,4.189655,0.09,192.62,323.85,0,1.098612,1.791759,2.833213,0.11,3.332205,3.637586,2.833213,2.564949,3.583519,4.35,3.135494,N
1.098612,0,1.609438,1.386294,1.386294,0.693147,0.13,0.693147,0.693147,0,0.5,1.791759,0,-13.815511,2.302585,1.386294,21.05,9.8,2021.97,0.07,3.806662,0.1,112.33,206.32,0.5,0,0.693147,1.791759,0.08,2.639057,3.433987,2.302585,2.639057,3.258097,47.37,2.70805,N
3.367296,2.302585,3.295837,3.713572,4.025352,2.70805,0.13,3.332205,0.693147,2.70805,0,4.330733,2.70805,0,4.521789,0.693147,46.37,4.043051,150670.96,0.88,6.144186,0.02,8370.61,2643.35,0,2.639057,3.332205,4.143135,0.07,5.257495,5.613128,3.465736,2.944439,5.429346,42.5,4.779123,N
1.098612,-13.815511,-13.815511,-13.815511,1.386294,0.693147,0.2,0.693147,0.693147,0,0.5,1.609438,0,-13.815511,2.302585,0,6.92,2.079442,442.81,0.02,2.772589,0.13,24.6,55.35,0.5,0,0.693147,1.609438,0.15,1.791759,2.302585,1.098612,2.079442,2.564949,-13.815511,2.302585,N
3.367296,1.609438,1.098612,3.367296,3.988984,2.70805,0.12,3.258097,2.08,2.484907,0.8,4.330733,1.098612,0.14,4.795791,-13.815511,164.09,23.26,88801.93,1.27,6.285998,0.04,4933.44,3817.28,0.2,2.639057,3.295837,4.143135,0.09,5.398163,5.755742,4.736198,3.178054,5.135798,20.92,4.820282,Y
1.94591,1.098612,1.94591,3.828641,2.484907,1.386294,0.04,1.791759,0.693147,1.386294,0,2.70805,0,-13.815511,4.521789,-13.815511,234.02,26.64,166113.93,2.08,6.71174,0.04,9228.55,6234.84,0.25,1.098612,1.791759,2.564949,0.02,5.921578,6.107023,5.123964,3.178054,5.370638,36.55,4.59512,Y
1.609438,0.693147,-13.815511,1.94591,2.079442,1.098612,0.21,1.386294,0.693147,1.098612,0,2.484907,0,-13.815511,2.639057,0,16.78,11.2,2105.41,0.06,3.713572,0.09,116.97,187.98,0.33,0.693147,1.386294,2.397895,0.12,2.772589,3.218876,2.302585,2.639057,3.258097,33.33,2.639057,N
1.098612,1.098612,-13.815511,2.564949,1.386294,0.693147,0.13,0.693147,0.693147,0.693147,0,1.94591,0,-13.815511,2.772589,1.098612,21.16,9.1,1752.37,0.06,3.73767,0.11,97.35,192.57,0.5,0,0.693147,1.94591,0.06,2.564949,3.367296,2.302585,2.639057,3.555348,44.83,2.772589,N
1.098612,0.693147,0,2.079442,1.386294,0.693147,0.06,0.693147,0.693147,0.693147,0,1.791759,0,-13.815511,3.465736,-13.815511,68.36,18.78,24116.87,0.43,5.365976,0.05,1339.83,7.157735,0.5,0,0.693147,1.791759,0.04,4.564348,4.770685,3.828641,2.890372,3.988984,21.95,3.496508,N
3.218876,1.609438,1.609438,2.079442,3.73767,2.564949,0.19,2.890372,2.33,2.302585,0.77,3.871201,2.197225,0.67,4.127134,1.098612,84.92,18.79,29993.03,0.53,5.57973,0.05,1666.28,1595.93,0.69,2.484907,3.135494,3.610918,0.14,4.51086,5.159055,3.828641,2.944439,4.521789,17.33,4.204693,N
2.197225,1.386294,0.693147,2.484907,2.772589,1.609438,0.13,2.079442,0.693147,1.609438,0,3.091042,0,-13.815511,3.637586,0,54.44,19.25,20172.82,0.35,5.170484,0.05,1120.71,1047.94,0.2,1.386294,2.079442,2.944439,0.07,4.248495,4.663439,3.688879,3.091042,4.290459,26.92,3.688879,N
2.197225,1.791759,1.098612,2.995732,2.772589,1.609438,0.19,2.079442,0.693147,0.693147,0.4,3.135494,0,-13.815511,3.178054,-13.815511,43.1,15.2,9.206132,0.22,4.787492,0.07,553.22,655.13,0.2,1.386294,2.079442,2.995732,0.07,3.688879,4.382027,3.218876,2.944439,4.26268,48.94,3.295837,N
2.772589,0,0,-13.815511,2.079442,2.564949,0.26,1.386294,0.693147,2.564949,0,3.583519,0,-13.815511,3.89182,0,35.91,21.53,16649.11,0.26,4.882802,0.05,924.95,773.25,0.08,0.693147,1.386294,3.218876,0.25,3.970292,4.369448,3.465736,3.258097,3.951244,0.693147,3.912023,N
3.135494,2.302585,1.386294,4.060443,3.688879,2.484907,0.17,2.890372,2.22,1.94591,0.58,3.89182,1.609438,0.36,4.219508,1.609438,52.05,21.71,24543.69,0.38,5.231109,0.05,1363.54,1130.3,0.42,2.397895,2.995732,3.663562,0.07,4.330733,4.70953,3.73767,3.178054,5.17615,47.69,4.276666,N
3.218876,2.302585,3.401197,2.944439,3.828641,2.564949,0.14,3.091042,2.09,2.302585,0.77,4.234107,1.098612,0.17,4.174387,1.098612,83.84,41.66,145477.36,1.16,6.242223,0.02,8082.08,3492.33,0.23,2.484907,3.135494,4.060443,0.08,5.370638,5.700444,4.382027,3.433987,5.043425,42.98,4.553877,N
1.609438,1.386294,0,2.197225,2.079442,1.098612,0.15,1.386294,0.693147,1.098612,0,2.564949,0,-13.815511,2.944439,0,35.6,10.11,8.199739,0.12,4.276666,0.1,202.22,5.886104,0.33,0.693147,1.386294,2.484907,0.07,3.258097,3.828641,2.890372,2.639057,3.78419,34.48,2.995732,N
2.944439,1.609438,2.484907,3.218876,3.526361,2.302585,0.16,2.772589,2.13,1.791759,0.6,3.713572,1.098612,0.22,3.951244,0.693147,47.49,47.96,109246.59,0.76,5.857933,0.02,6069.25,2277.73,0.3,2.197225,2.833213,3.496508,0.08,4.941642,5.347108,3.988984,3.610918,4.795791,41.57,4.158883,N
4.94876,3.178054,3.806662,5.826,5.472271,4.290459,0.16,4.663439,2.25,3.713572,0.56,5.713733,3.401197,0.4,6.018593,1.94591,293.68,43.41,553518.63,4.25,7.31322,0.02,30751.03,12749.77,0.41,4.189655,4.779123,5.446737,0.13,6.342121,6.837333,5.749393,3.871201,6.318968,48.3,6.122493,Y
1.098612,-13.815511,-13.815511,-13.815511,1.386294,0.693147,0.13,0.693147,0.693147,0,0.5,1.791759,0,-13.815511,2.70805,0.693147,37.54,7.6,2168.23,0.1,4.094345,0.13,120.46,285.29,0.5,0,0.693147,1.791759,0.09,2.944439,3.713572,2.70805,2.484907,3.135494,-13.815511,2.70805,N
2.197225,0,1.386294,3.091042,2.772589,1.609438,0.15,2.079442,0.693147,1.098612,0.6,2.890372,0,-13.815511,3.367296,-13.815511,52.03,12.33,7914.68,0.21,4.70953,0.08,439.7,641.73,0.2,1.386294,2.079442,2.70805,0.06,3.610918,4.304065,3.496508,3.091042,4.418841,47.27,3.496508,Y
2.397895,1.386294,2.197225,3.091042,2.995732,1.791759,0.13,2.302585,0.693147,1.791759,0,3.401197,0,-13.815511,3.583519,1.098612,46.84,21.46,21576.47,0.34,5.204007,0.05,1198.69,1005.29,0.17,1.609438,2.302585,3.258097,0.07,4.110874,4.795791,3.295837,2.944439,4.418841,46.27,3.806662,N
1.098612,1.098612,-13.815511,2.197225,1.386294,0.693147,0.17,0.693147,0.693147,0.693147,0,1.94591,0,-13.815511,2.484907,0,22.78,2.33,124.02,0.02,2.772589,0.43,6.89,53.15,0.5,0,0.693147,1.94591,0.07,1.94591,2.197225,1.791759,1.386294,3.367296,42.86,2.484907,N
2.944439,1.791759,0,-13.815511,3.465736,2.302585,0.33,2.639057,2.29,2.079442,0.8,3.688879,2.302585,0,3.367296,0.693147,31.33,20.43,13084.38,0.21,4.770685,0.05,726.91,640.3,0,2.197225,2.772589,3.465736,0.26,3.850148,4.26268,3.135494,2.995732,3.663562,3.33,3.401197,N
2.397895,1.609438,1.94591,3.401197,2.995732,1.791759,0.15,2.302585,0.693147,1.609438,0.83,3.258097,0,-13.815511,3.496508,-13.815511,53.63,18.46,18269.63,0.33,5.147494,0.05,1014.98,989.84,0.17,1.609438,2.302585,3.091042,0.06,4.219508,4.644391,3.555348,2.944439,4.624973,52.86,3.688879,Y
1.94591,1.386294,-13.815511,3.044522,2.484907,1.386294,0.1,1.791759,0.693147,1.386294,0,3.218876,0,-13.815511,3.713572,1.94591,61.36,23.68,34405.27,0.48,5.509388,0.04,1911.4,1453.01,0.25,1.098612,1.791759,3.135494,0.05,4.762174,4.867534,3.73767,2.833213,4.356709,33.87,3.713572,N
1.098612,-13.815511,1.098612,-13.815511,1.386294,0.693147,0.12,0.693147,0.693147,0,0.5,1.791759,0,-13.815511,2.639057,0.693147,16.29,9.29,1404.34,0.05,3.610918,0.11,78.02,151.24,0.5,0,0.693147,1.791759,0.09,2.564949,3.178054,1.94591,2.302585,3.091042,17.65,2.833213,N
1.609438,0.693147,-13.815511,-13.815511,2.079442,1.098612,0.23,1.386294,0.693147,1.098612,0,2.302585,0,-13.815511,2.564949,0,33.1,7.26,1746.71,0.08,3.89182,0.14,97.04,240.44,0.33,0.693147,1.386294,2.197225,0.21,2.944439,3.401197,2.833213,2.564949,2.639057,-13.815511,2.564949,N
1.098612,1.386294,-13.815511,1.791759,1.386294,0.693147,0.05,0.693147,0.693147,0.693147,0,2.079442,0,-13.815511,3.73767,-13.815511,94.81,13.88,18268.21,0.44,5.347108,0.07,1014.9,1316.03,0.5,0,0.693147,2.079442,0.04,4.51086,4.779123,4.077537,2.890372,3.912023,12.5,3.73767,N
3.044522,1.386294,0,2.079442,3.583519,2.397895,0.26,2.772589,2.25,1.609438,0.45,3.7612,1.94591,0.6,3.713572,1.609438,42.16,35.93,54431.16,0.5,5.484797,0.03,3023.95,1514.78,0.64,2.302585,2.890372,3.526361,0.16,4.584967,4.962845,3.806662,3.496508,4.219508,2.890372,3.73767,N
2.397895,1.609438,0,2.772589,2.995732,1.791759,0.13,2.302585,0.693147,1.791759,0,3.401197,0,-13.815511,3.78419,1.098612,46.89,18.91,16764.79,0.3,5.023881,0.05,931.38,886.6,0.17,1.609438,2.302585,3.258097,0.08,3.951244,4.60517,3.496508,3.178054,4.304065,27.87,3.806662,N
1.791759,1.791759,1.94591,1.791759,1.386294,1.386294,0.11,0.693147,0.693147,1.098612,0.75,2.772589,0,-13.815511,3.367296,1.098612,49.27,18.53,16907.83,0.3,5.01728,0.05,939.32,912.7,0.25,0,0.693147,2.639057,0.07,4.043051,4.543295,3.688879,3.258097,4.110874,30.95,3.583519,N
1.609438,0,1.94591,0.693147,2.079442,1.098612,0.2,1.386294,0.693147,0.693147,0.67,2.397895,0,-13.815511,2.079442,-13.815511,17.71,10.67,2014.61,0.06,3.7612,0.09,111.92,188.87,0.33,0.693147,1.386294,2.302585,0.13,2.772589,3.295837,2.197225,2.484907,3.178054,52.94,2.70805,N
1.098612,0,0.693147,1.791759,1.386294,0.693147,0.25,0.693147,0.693147,0.693147,0,1.609438,0,-13.815511,1.791759,-13.815511,17.91,6.29,707.7,0.04,3.295837,0.16,39.32,112.59,0.5,0,0.693147,1.609438,0.11,2.079442,2.944439,1.94591,2.397895,2.944439,57.14,2.079442,N
1.609438,0,2.302585,1.94591,2.079442,1.098612,0.1,1.386294,0.693147,0.693147,0.67,2.397895,0,-13.815511,2.995732,0,37.71,30.2,34384.39,0.38,5.32301,0.03,1910.24,1138.69,0.33,0.693147,1.386294,2.302585,0.06,4.488636,4.75359,3.332205,2.944439,3.988984,45.95,3.401197,N
2.70805,1.94591,1.791759,3.663562,3.332205,2.079442,0.1,2.639057,0.693147,1.94591,0.88,3.828641,0,-13.815511,4.26268,1.791759,90.85,21.94,43721.41,0.66,5.726848,0.05,2428.97,7.597396,0.13,1.94591,2.639057,3.688879,0.06,4.682131,5.293305,4.158883,3.258097,4.955827,38.79,4.343805,Y
2.944439,0.693147,-13.815511,-13.815511,3.583519,2.302585,0.2,2.890372,0.693147,2.197225,0.9,3.850148,2.302585,0,3.912023,0.693147,74.62,10.16,7697.18,0.25,4.927254,0.1,427.62,757.88,0,2.197225,2.890372,3.663562,0.16,3.912023,4.477337,3.465736,2.564949,4.143135,-13.815511,3.912023,N
2.197225,-13.815511,-13.815511,-13.815511,2.302585,1.609438,0.56,0.693147,1.609438,0,0.2,2.484907,1.609438,0,2.197225,0,19.29,6.43,797.14,0.04,3.433987,0.16,44.29,4.820282,0,1.386294,1.94591,2.197225,0.5,2.302585,3.044522,1.94591,2.197225,2.302585,-13.815511,2.197225,N
1.94591,0,1.94591,2.302585,2.484907,1.386294,0.18,1.791759,0.693147,0.693147,0.5,2.639057,0,-13.815511,2.70805,-13.815511,22.84,25.89,15315.78,0.2,4.691348,0.04,850.88,591.46,0.25,1.098612,1.791759,2.484907,0.09,3.713572,4.219508,2.944439,3.178054,3.7612,53.13,3.091042,N
2.079442,0.693147,1.386294,1.609438,2.079442,1.609438,0.28,1.386294,0.693147,1.098612,0.6,2.639057,0,-13.815511,2.639057,-13.815511,12.36,2.70805,2781.99,0.06,3.713572,0.07,154.56,185.47,0.2,0.693147,1.386294,2.397895,0.15,2.772589,3.218876,2.079442,2.70805,3.496508,39.13,2.890372,N
1.098612,-13.815511,-13.815511,0,1.386294,0.693147,0.18,0.693147,0.693147,0,0.5,1.609438,0,-13.815511,2.397895,0.693147,20.51,6.11,765.94,0.04,3.367296,0.16,42.55,125.34,0.5,0,0.693147,1.609438,0.12,2.302585,2.944439,2.197225,2.397895,2.833213,8.33,2.397895,N
4.094345,2.197225,4.143135,3.433987,3.637586,3.713572,0.17,2.772589,2.38,3.135494,0.56,4.770685,1.791759,0.13,5.17615,1.609438,101.81,54.82,305928.62,1.86,6.642487,0.02,16996.03,5580.79,0.15,2.397895,2.944439,4.369448,0.1,5.590987,6.212606,4.70048,3.806662,6.006353,34.69,5.480639,N
1.609438,0.693147,-13.815511,-13.815511,2.079442,1.098612,0.2,1.386294,0.693147,1.098612,0,2.484907,0,-13.815511,2.70805,0,8.17,2.890372,2648.68,0.05,3.583519,0.06,147.15,147.15,0.33,0.693147,1.386294,2.397895,0.16,2.70805,3.044522,1.609438,2.484907,2.944439,-13.815511,2.70805,N
3.044522,0.693147,1.94591,2.639057,3.091042,2.564949,0.24,2.302585,2.2,0.693147,0.15,3.78419,1.098612,0.17,3.850148,0.693147,30.99,27.86,24047.21,0.29,5.010635,0.04,1335.96,863.23,0.23,1.791759,2.397895,3.496508,0.15,4.094345,4.49981,3.332205,3.258097,4.488636,30.88,3.988984,N
1.94591,1.386294,0.693147,2.564949,2.484907,1.386294,0.18,1.791759,0.693147,1.386294,0,2.772589,0,-13.815511,2.995732,-13.815511,46.13,14.44,9617.77,0.22,4.804021,0.07,534.32,666.05,0.25,1.098612,1.791759,2.639057,0.09,3.637586,4.430817,3.218876,2.944439,3.806662,42.86,3.091042,N
4.70048,3.258097,3.610918,5.252273,4.85203,4.248495,0.18,3.988984,2.37,3.828641,0.66,5.484797,3.295837,0.38,5.888878,0,157.03,97.73,1499684.32,5.12,7.519692,0.01,83315.8,15345.64,0.39,3.610918,4.189655,5.153292,0.09,6.566672,7.032624,5.525453,4.234107,6.638568,38.71,5.986452,N
2.564949,-13.815511,2.70805,0.693147,3.091042,1.94591,0.3,2.302585,2.2,0,0.14,3.135494,0,-13.815511,2.079442,1.386294,21.3,16.32,5681.26,0.12,4.304065,0.06,315.63,347.83,0.14,1.791759,2.397895,2.890372,0.19,3.332205,3.828641,2.484907,2.639057,3.583519,4.219508,3.135494,N
4.143135,1.609438,3.970292,3.295837,4.75359,3.465736,0.23,3.988984,2.15,2.302585,0.31,4.859812,2.484907,0.35,4.442651,0,78.34,51.47,207526.23,1.34,6.378426,0.02,11529.23,4031.99,0.38,3.433987,4.060443,4.59512,0.1,5.587249,5.774552,4.418841,3.465736,5.799093,48.48,4.927254,N
2.833213,1.386294,-13.815511,-13.815511,3.465736,2.197225,0.38,2.772589,0.693147,2.079442,0.89,3.526361,0,-13.815511,3.178054,-13.815511,30.54,11.65,4143.37,0.12,4.304065,0.09,230.19,355.74,0.11,2.079442,2.772589,3.295837,0.26,3.583519,3.637586,2.833213,2.397895,3.526361,-13.815511,3.178054,N
2.197225,0,0,-13.815511,2.772589,1.609438,0.14,2.079442,0.693147,1.609438,0,3.465736,0,-13.815511,3.555348,0,110.24,10.11,11259.34,0.37,5.252273,0.1,625.52,1114.08,0.2,1.386294,2.079442,3.367296,0.13,4.553877,4.564348,3.850148,2.302585,3.637586,2.78,3.583519,N
2.397895,1.386294,3.218876,2.564949,2.772589,1.791759,0.08,2.079442,0.693147,1.386294,0.67,3.295837,1.609438,0.8,3.871201,0,71.01,24.77,43561.75,0.59,5.631212,0.04,2420.1,1758.75,0.83,1.386294,2.079442,3.135494,0.04,4.672829,5.147494,3.988984,3.218876,5.01728,44.19,4.290459,N
1.098612,0,1.386294,0,1.386294,0.693147,0.2,0.693147,0.693147,0.693147,0,1.791759,0,-13.815511,1.791759,0.693147,16.39,3.5,200.76,0.02,2.772589,0.29,11.15,57.36,0.5,0,0.693147,1.791759,0.11,1.609438,2.397895,1.609438,1.94591,2.944439,45.45,2.302585,N
1.098612,0,-13.815511,1.94591,1.386294,0.693147,0.13,0.693147,0.693147,0,0.5,1.94591,0,-13.815511,2.70805,0,17.24,10.64,1950.69,0.06,3.688879,0.09,108.37,183.4,0.5,0,0.693147,1.94591,0.07,2.890372,3.091042,2.397895,2.564949,3.401197,31.82,2.70805,N
1.098612,-13.815511,-13.815511,-13.815511,1.386294,0.693147,0.15,0.693147,0.693147,0,0.5,1.791759,0,-13.815511,2.564949,0.693147,18.1,9.63,1676.34,0.06,3.713572,0.1,93.13,174.17,0.5,0,0.693147,1.791759,0.12,2.639057,3.295837,2.079442,2.397895,2.833213,-13.815511,2.564949,N
1.098612,0.693147,1.791759,1.791759,1.386294,0.693147,0.07,0.693147,0.693147,0.693147,0,2.079442,0,-13.815511,3.044522,0.693147,22.83,3.135494,9.398892,0.18,4.65396,0.04,670.83,6.263398,0.5,0,0.693147,2.079442,0.04,3.828641,4.077537,2.772589,2.772589,4.007333,36.36,3.295837,N
1.098612,-13.815511,1.098612,1.098612,1.386294,0.693147,0.17,0.693147,0.693147,0,0.5,1.609438,0,-13.815511,2.197225,1.098612,20.27,9.17,1703.56,0.06,3.7612,0.11,94.64,185.84,0.5,0,0.693147,1.609438,0.12,2.70805,3.332205,2.197225,2.397895,2.833213,3.688879,2.484907,N
1.609438,0,1.098612,3.526361,2.079442,1.098612,0.14,1.386294,0.693147,1.098612,0,2.397895,0,-13.815511,2.890372,0.693147,31.39,9.47,2815.15,0.1,4.094345,0.11,156.4,297.25,0.33,0.693147,1.386294,2.302585,0.04,3.135494,3.610918,2.833213,2.639057,4.248495,67.27,3.044522,Y
1.098612,-13.815511,-13.815511,1.609438,1.386294,0.693147,0.25,0.693147,0.693147,0,0.5,1.609438,0,-13.815511,2.079442,-13.815511,17.16,6.19,657.1,0.04,3.218876,0.16,36.51,106.2,0.5,0,0.693147,1.609438,0.12,2.197225,2.772589,2.079442,2.397895,2.833213,38.46,2.079442,N
2.944439,1.386294,1.791759,1.94591,3.465736,2.302585,0.19,2.639057,2.29,1.94591,0.7,3.988984,2.197225,0.89,3.850148,-13.815511,105.02,18.86,37359.42,0.66,5.762051,0.05,2075.52,1980.76,0.9,2.197225,2.772589,3.828641,0.14,4.574711,5.398163,3.988984,3.044522,4.234107,21.67,3.970292,N
1.94591,0,2.397895,3.401197,2.484907,1.386294,0.15,1.791759,0.693147,0,0.25,2.70805,0,-13.815511,2.772589,1.791759,18.87,19.62,7260.95,0.12,4.343805,0.05,403.39,370.17,0.25,1.098612,1.791759,2.564949,0.06,3.526361,3.7612,2.564949,2.70805,4.174387,71.93,3.295837,N
1.94591,1.94591,1.098612,3.555348,2.302585,1.386294,0.1,1.386294,2.5,0,0.25,2.944439,1.098612,0.67,3.637586,1.098612,60.5,14.75,13163.37,0.3,5.030438,0.07,731.3,892.43,0.75,1.098612,1.609438,2.833213,0.05,4.077537,4.543295,3.637586,2.944439,4.369448,3.912023,3.713572,N
2.995732,1.098612,1.609438,-13.815511,2.639057,2.70805,0.22,1.791759,2.33,1.098612,0.2,3.688879,1.386294,0.21,4.143135,1.098612,45.89,35.45,57670.7,0.54,5.568345,0.03,3203.93,1626.88,0.27,1.386294,1.94591,3.295837,0.17,4.369448,5.209486,3.663562,3.555348,4.454347,7.35,4.219508,N
2.397895,1.098612,0.693147,1.94591,2.890372,1.791759,0.2,2.079442,2.25,1.609438,0.83,2.995732,1.609438,0.8,3.332205,0,33.22,15.91,8407.11,0.18,4.584967,0.06,467.06,528.45,0.83,1.609438,2.197225,2.772589,0.16,3.555348,4.143135,3.091042,2.995732,3.637586,24.32,3.401197,Y
3.044522,1.94591,-13.815511,2.079442,3.583519,2.397895,0.2,2.772589,2.25,2.079442,0.73,3.970292,1.609438,0.4,4.007333,1.386294,48.89,26.83,35190.17,0.44,5.379897,0.04,1955.01,1311.63,0.45,2.302585,2.890372,3.78419,0.14,4.477337,4.859812,3.713572,3.218876,4.394449,12.7,4.007333,N
1.94591,0,0,-13.815511,2.484907,1.386294,0.25,1.791759,0.693147,1.386294,0,2.995732,0,-13.815511,2.70805,0,20.45,13.07,3491.27,0.09,4.007333,0.08,193.96,267.19,0.25,1.098612,1.791759,2.890372,0.22,3.332205,3.295837,2.70805,2.639057,2.890372,6.25,2.772589,N
1.609438,0.693147,1.386294,1.098612,2.079442,1.098612,0.14,1.386294,0.693147,1.098612,0,2.639057,0,-13.815511,2.833213,-13.815511,29.6,24.29,17460.6,0.24,4.919981,0.04,970.03,718.97,0.33,0.693147,1.386294,2.564949,0.09,4.094345,4.343805,3.044522,2.833213,3.526361,29.17,3.044522,N
2.197225,1.94591,0,2.995732,2.772589,1.609438,0.21,2.079442,0.693147,1.609438,0,2.995732,0,-13.815511,3.135494,-13.815511,30.19,7.85,1858.26,0.08,3.931826,0.13,103.24,236.84,0.2,1.386294,2.079442,2.833213,0.09,2.833213,3.526361,2.564949,2.484907,4.060443,47.73,3.178054,N
1.098612,0.693147,1.791759,2.564949,1.386294,0.693147,0.1,0.693147,0.693147,0,0.5,1.94591,0,-13.815511,2.639057,0,28.66,11.47,3771.09,0.11,4.204693,0.09,209.5,328.76,0.5,0,0.693147,1.94591,0.06,3.401197,3.610918,2.833213,2.564949,3.555348,57.58,2.995732,N
1.609438,1.098612,0.693147,0.693147,2.079442,1.098612,0.16,1.386294,0.693147,1.098612,0,2.397895,0,-13.815511,2.833213,-13.815511,36.74,14.57,7799.92,0.18,4.624973,0.07,433.33,535.29,0.33,0.693147,1.386294,2.302585,0.1,3.583519,4.189655,3.044522,2.833213,3.433987,19.05,2.944439,N
1.609438,1.098612,1.386294,2.944439,2.079442,1.098612,0.18,1.386294,0.693147,0.693147,0.67,2.833213,0,-13.815511,2.564949,-13.815511,22.53,13.93,4371.1,0.1,4.189655,0.07,242.84,313.82,0.33,0.693147,1.386294,2.772589,0.06,3.401197,3.583519,2.639057,2.564949,3.912023,63.89,2.833213,N
2.197225,2.079442,1.94591,-13.815511,2.484907,1.609438,0.15,1.791759,0.693147,1.609438,0,3.465736,0,-13.815511,3.295837,-13.815511,50.43,10.62,5682.29,0.18,4.624973,0.09,315.68,535.29,0.2,1.098612,1.791759,3.367296,0.08,3.828641,4.025352,3.258097,2.484907,4.094345,20.59,3.526361,N
2.944439,-13.815511,1.791759,1.791759,3.583519,2.302585,0.16,2.890372,0.693147,0,0.1,3.637586,1.609438,0.44,4.060443,1.098612,30.99,33.52,34816.7,0.35,5.231109,0.03,1934.26,1038.71,0.5,2.197225,2.890372,3.401197,0.13,4.418841,4.644391,3.258097,3.044522,4.382027,17.14,4.158883,Y
1.609438,-13.815511,-13.815511,-13.815511,1.791759,1.098612,0.33,0.693147,1.098612,0,0.33,2.079442,1.098612,0,2.197225,0,14.65,4.8,337.48,0.02,2.944439,0.21,18.75,70.31,0,0.693147,1.098612,1.94591,0.3,1.791759,2.564949,1.609438,2.079442,2.302585,-13.815511,2.197225,N
1.94591,0.693147,0,1.94591,2.302585,1.386294,0.16,1.386294,2.5,1.098612,0.75,2.639057,1.098612,0.67,3.178054,0,30.72,19.13,11241.58,0.2,4.672829,0.05,624.53,587.63,0.75,1.098612,1.609438,2.484907,0.11,3.688879,4.204693,3.135494,3.091042,3.610918,3.218876,3.218876,Y
1.098612,0,0,1.791759,1.386294,0.693147,0.18,0.693147,0.693147,0,0.5,1.791759,0,-13.815511,2.302585,0,16.21,5.4,472.87,0.03,3.135494,0.19,26.27,87.57,0.5,0,0.693147,1.791759,0.08,1.791759,2.833213,1.609438,2.197225,3.178054,41.18,2.397895,N
